INCIDENT TYPE;INCIDENT NUMBER;ADDRESS;CITY;STATE CODE;ZIP CODE;APPARATUS NAME;DISPATCH NOTIFIED DATE/TIME;DISPATCH AT;ENROUTE AT;ARRIVE AT
321 - EMS call,  excluding vehicle accident with injury;2023-006219;357 MAGNOLIA ST;DAVIDSON;NC;28036;Engine 1;10/01/2023 18:46;10/01/2023 18:46;10/01/2023 18:47;10/01/2023 18:50
321 - EMS call,  excluding vehicle accident with injury;2023-006235;710 TWIN OAKS RD;DAVIDSON;NC;28036;Engine 1;10/01/2023 19:06;10/01/2023 19:06;10/01/2023 19:07;10/01/2023 19:09
321 - EMS call,  excluding vehicle accident with injury;2023-006885;825 PENINSULA DR;DAVIDSON;NC;28036;Engine 2;11/01/2023 15:51;11/01/2023 15:51;11/01/2023 15:52;11/01/2023 15:56
321 - EMS call,  excluding vehicle accident with injury;2023-008085;431 PENINSULA DR;DAVIDSON;NC;28036;Engine 1;13/01/2023 21:47;13/01/2023 21:47;13/01/2023 21:49;13/01/2023 21:51
321 - EMS call,  excluding vehicle accident with injury;2023-008623;17517 GILLICAN OVERLOOK;DAVIDSON;NC;28036;Engine 2;14/01/2023 20:24;14/01/2023 20:24;14/01/2023 20:25;14/01/2023 20:31
321 - EMS call,  excluding vehicle accident with injury;2023-009178;825 PENINSULA DR;DAVIDSON;NC;28036;Engine 1;15/01/2023 20:42;15/01/2023 20:42;15/01/2023 20:43;15/01/2023 20:46
321 - EMS call,  excluding vehicle accident with injury;2023-009883;274 DAVIDSON GATEWAY DR;DAVIDSON;NC;28036;Engine 1;17/01/2023 2:48;17/01/2023 2:48;17/01/2023 2:50;17/01/2023 2:52
321 - EMS call,  excluding vehicle accident with injury;2023-010016;1040 SOUTHWEST DR;DAVIDSON;NC;28036;Engine 1;17/01/2023 9:59;17/01/2023 9:59;17/01/2023 10:00;17/01/2023 10:04
321 - EMS call,  excluding vehicle accident with injury;2023-010156;825 PENINSULA DR;DAVIDSON;NC;28036;Engine 1;17/01/2023 14:36;17/01/2023 14:36;17/01/2023 14:37;17/01/2023 14:41
321 - EMS call,  excluding vehicle accident with injury;2023-010200;835 BEATY ST;DAVIDSON;NC;28036;Engine 1;17/01/2023 15:42;17/01/2023 15:42;17/01/2023 15:42;17/01/2023 15:46
321 - EMS call,  excluding vehicle accident with injury;2023-010582;400 AVINGER LN;DAVIDSON;NC;28036;Engine 1;18/01/2023 9:43;18/01/2023 9:43;18/01/2023 9:44;18/01/2023 9:48
321 - EMS call,  excluding vehicle accident with injury;2023-011355;514 N MAIN ST;DAVIDSON;NC;28036;Engine 1;19/01/2023 16:44;19/01/2023 16:44;19/01/2023 16:44;19/01/2023 16:46
321 - EMS call,  excluding vehicle accident with injury;2023-011182;935 CLAIRES CREEK LN;DAVIDSON;NC;28036;Engine 2;19/01/2023 11:12;19/01/2023 11:12;19/01/2023 11:13;19/01/2023 11:14
321 - EMS call,  excluding vehicle accident with injury;2023-23-565;617 Ardrey Cr;Davidson;NC;28036;Engine 2;20/01/2023 18:12;20/01/2023 18:12;20/01/2023 18:13;20/01/2023 18:17
321 - EMS call,  excluding vehicle accident with injury;2023-012240;105 DORMITORY DR;DAVIDSON;NC;28036;Engine 1;21/01/2023 0:38;21/01/2023 0:38;21/01/2023 0:40;21/01/2023 0:43
321 - EMS call,  excluding vehicle accident with injury;2023-012708;757 CONCORD RD;DAVIDSON;NC;28036;Engine 1;21/01/2023 21:22;21/01/2023 21:22;21/01/2023 21:23;21/01/2023 21:26
321 - EMS call,  excluding vehicle accident with injury;2023-013158;405 RIDGE RD;DAVIDSON;NC;28036;Engine 1;22/01/2023 18:11;22/01/2023 18:11;22/01/2023 18:12;22/01/2023 18:16
321 - EMS call,  excluding vehicle accident with injury;2023-013774;514 WATSON ST;DAVIDSON;NC;28036;Engine 1;23/01/2023 18:23;23/01/2023 18:23;23/01/2023 18:23;23/01/2023 18:26
321 - EMS call,  excluding vehicle accident with injury;2023-014682;400 AVINGER LN;DAVIDSON;NC;28036;Engine 1;25/01/2023 10:44;25/01/2023 10:44;25/01/2023 10:45;25/01/2023 10:49
321 - EMS call,  excluding vehicle accident with injury;2023-015531;400 AVINGER LN;DAVIDSON;NC;28036;Engine 1;26/01/2023 18:29;26/01/2023 18:29;26/01/2023 18:30;26/01/2023 18:35
321 - EMS call,  excluding vehicle accident with injury;2023-015694;138 Potts St;Davidson;NC;28036;Engine 1;27/01/2023 0:03;27/01/2023 0:03;27/01/2023 0:04;27/01/2023 0:07
321 - EMS call,  excluding vehicle accident with injury;2023-016250;400 AVINGER LN;DAVIDSON;NC;28036;Engine 1;27/01/2023 20:03;27/01/2023 20:03;27/01/2023 20:04;27/01/2023 20:07
321 - EMS call,  excluding vehicle accident with injury;2023-016347;100 NELSON LN;DAVIDSON;NC;28036;Engine 1;28/01/2023 0:20;28/01/2023 0:20;28/01/2023 0:22;28/01/2023 0:24
321 - EMS call,  excluding vehicle accident with injury;2023-016357;107 DORMITORY DR;DAVIDSON;NC;28036;Engine 1;28/01/2023 0:50;28/01/2023 0:50;28/01/2023 0:51;28/01/2023 0:53
321 - EMS call,  excluding vehicle accident with injury;2023-016768;131 N MAIN ST;DAVIDSON;NC;28036;Engine 1;28/01/2023 18:24;28/01/2023 18:24;28/01/2023 18:25;28/01/2023 18:27
321 - EMS call,  excluding vehicle accident with injury;2023-017002;133 GLASGOW ST;DAVIDSON;NC;28036;Engine 1;29/01/2023 3:09;29/01/2023 3:09;29/01/2023 3:11;29/01/2023 3:14
321 - EMS call,  excluding vehicle accident with injury;2023-017760;259 FAUST RD;DAVIDSON;NC;28036;Engine 1;30/01/2023 11:54;30/01/2023 11:54;30/01/2023 11:54;30/01/2023 11:58
321 - EMS call,  excluding vehicle accident with injury;2023-018772;712 JOHN ROSS WAY;DAVIDSON;NC;28036;Tower 1;31/01/2023 22:37;31/01/2023 22:37;31/01/2023 22:38;31/01/2023 22:42
321 - EMS call,  excluding vehicle accident with injury;2023-019703;31800-31921 N I-77 Hy;Davidson;NC;28036;Tower 1;02/02/2023 14:15;02/02/2023 14:15;02/02/2023 14:15;02/02/2023 14:19
321 - EMS call,  excluding vehicle accident with injury;2023-019938;107 DORMITORY DR;DAVIDSON;NC;28036;Engine 1;02/02/2023 20:28;02/02/2023 20:28;02/02/2023 20:29;02/02/2023 20:32
321 - EMS call,  excluding vehicle accident with injury;2023-020438;400 AVINGER LN;DAVIDSON;NC;28036;Engine 1;03/02/2023 17:07;03/02/2023 17:07;03/02/2023 17:07;03/02/2023 17:12
321 - EMS call,  excluding vehicle accident with injury;2023-021369;100 N MAIN ST;DAVIDSON;NC;28036;Engine 1;05/02/2023 9:11;05/02/2023 9:11;05/02/2023 9:11;05/02/2023 9:13
321 - EMS call,  excluding vehicle accident with injury;2023-022179;17612 Shasta Daisy Cr;Davidson;NC;28036;Engine 2;06/02/2023 16:35;06/02/2023 16:35;06/02/2023 16:36;06/02/2023 16:41
321 - EMS call,  excluding vehicle accident with injury;2023-022343;172 MORRISON HILL RD;DAVIDSON;NC;28036;Engine 2;06/02/2023 21:37;06/02/2023 21:37;06/02/2023 21:38;06/02/2023 21:41
321 - EMS call,  excluding vehicle accident with injury;2023-023072;514 Westside Tr;Davidson;NC;28036;Engine 1;08/02/2023 4:09;08/02/2023 4:09;08/02/2023 4:11;08/02/2023 4:14
321 - EMS call,  excluding vehicle accident with injury;2023-023140;320 JETTON ST;DAVIDSON;NC;28036;Engine 1;08/02/2023 8:20;08/02/2023 8:20;08/02/2023 8:21;08/02/2023 8:24
321 - EMS call,  excluding vehicle accident with injury;2023-023603;105 DORMITORY DR;DAVIDSON;NC;28036;Engine 1;08/02/2023 22:48;08/02/2023 22:48;08/02/2023 22:49;08/02/2023 22:51
321 - EMS call,  excluding vehicle accident with injury;2023-023977;15510 Davidson-concord Rd;Davidson;NC;28036;Engine 1;09/02/2023 16:01;09/02/2023 16:01;09/02/2023 16:04;09/02/2023 16:12
321 - EMS call,  excluding vehicle accident with injury;2023-023977;15510 Davidson-concord Rd;Davidson;NC;28036;Engine 2;09/02/2023 16:01;09/02/2023 16:01;09/02/2023 16:03;09/02/2023 16:08
321 - EMS call,  excluding vehicle accident with injury;2023-023977;15510 Davidson-concord Rd;Davidson;NC;28036;Battalion 1;09/02/2023 16:01;09/02/2023 16:01;09/02/2023 16:04;09/02/2023 16:10
321 - EMS call,  excluding vehicle accident with injury;2023-026160;102 Lake Davidson Cr;Davidson;NC;28036;Engine 1;13/02/2023 6:47;13/02/2023 6:47;13/02/2023 6:48;13/02/2023 6:51
321 - EMS call,  excluding vehicle accident with injury;2023-026254;825 PENINSULA DR;DAVIDSON;NC;28036;Engine 1;13/02/2023 10:11;13/02/2023 10:11;13/02/2023 10:13;13/02/2023 10:15
321 - EMS call,  excluding vehicle accident with injury;2023-026705;133 GLASGOW ST;DAVIDSON;NC;28036;Engine 1;14/02/2023 0:05;14/02/2023 0:05;14/02/2023 0:07;14/02/2023 0:09
321 - EMS call,  excluding vehicle accident with injury;2023-027549;825 PENINSULA DR;DAVIDSON;NC;28036;Engine 1;15/02/2023 10:37;15/02/2023 10:37;15/02/2023 10:37;15/02/2023 10:41
321 - EMS call,  excluding vehicle accident with injury;2023-028210;13604 JAMES ERVIN WAY;DAVIDSON;NC;28036;Engine 2;16/02/2023 11:32;16/02/2023 11:32;16/02/2023 11:33;16/02/2023 11:37
321 - EMS call,  excluding vehicle accident with injury;2023-028585;302 LAKESIDE AVE;DAVIDSON;NC;28036;Engine 1;16/02/2023 21:53;16/02/2023 21:53;16/02/2023 21:54;16/02/2023 21:56
321 - EMS call,  excluding vehicle accident with injury;2023-029858;359 ARMOUR ST;DAVIDSON;NC;28036;Engine 1;18/02/2023 22:23;18/02/2023 22:23;18/02/2023 22:25;18/02/2023 22:27
321 - EMS call,  excluding vehicle accident with injury;2023-029861;107 Dormitory Dr;Davidson;NC;28036;Engine 1;18/02/2023 22:34;18/02/2023 22:34;18/02/2023 22:34;18/02/2023 22:38
321 - EMS call,  excluding vehicle accident with injury;2023-029861;107 Dormitory Dr;Davidson;NC;28036;Battalion 1;18/02/2023 22:34;18/02/2023 22:34;18/02/2023 22:38;18/02/2023 22:41
321 - EMS call,  excluding vehicle accident with injury;2023-029861;107 Dormitory Dr;Davidson;NC;28036;Engine 2;18/02/2023 22:34;18/02/2023 22:34;18/02/2023 22:35;18/02/2023 22:41
321 - EMS call,  excluding vehicle accident with injury;2023-029995;214 GREY RD;DAVIDSON;NC;28036;Engine 1;19/02/2023 6:49;19/02/2023 6:49;19/02/2023 6:51;19/02/2023 6:54
321 - EMS call,  excluding vehicle accident with injury;2023-030295;771 OLD MEETING WAY;DAVIDSON;NC;28036;Engine 1;19/02/2023 18:57;19/02/2023 18:57;19/02/2023 18:59;19/02/2023 19:05
321 - EMS call,  excluding vehicle accident with injury;2023-030947;324 CATHEY ST;DAVIDSON;NC;28036;Engine 1;20/02/2023 21:01;20/02/2023 21:01;20/02/2023 21:02;20/02/2023 21:04
321 - EMS call,  excluding vehicle accident with injury;2023-031335;825 PENINSULA DR;DAVIDSON;NC;28036;Engine 1;21/02/2023 12:32;21/02/2023 12:32;21/02/2023 12:33;21/02/2023 12:37
321 - EMS call,  excluding vehicle accident with injury;2023-031489;835 BEATY ST;DAVIDSON;NC;28036;Engine 1;21/02/2023 16:54;21/02/2023 16:54;21/02/2023 16:55;21/02/2023 16:58
321 - EMS call,  excluding vehicle accident with injury;2023-000542;Crescent Dr ;Davidson;NC;28036;Engine 1;01/01/2023 15:34;01/01/2023 15:34;01/01/2023 15:35;01/01/2023 15:38
321 - EMS call,  excluding vehicle accident with injury;2023-031824;405 N MAIN ST;DAVIDSON;NC;28036;Engine 1;22/02/2023 9:23;22/02/2023 9:23;22/02/2023 9:24;22/02/2023 9:25
321 - EMS call,  excluding vehicle accident with injury;2023-032510;800 BEATY ST;DAVIDSON;NC;28036;Engine 1;23/02/2023 11:53;23/02/2023 11:53;23/02/2023 11:54;23/02/2023 12:02
321 - EMS call,  excluding vehicle accident with injury;2023-032513;130 HARBOUR PLACE DR;DAVIDSON;NC;28036;Car 1;23/02/2023 11:59;23/02/2023 11:59;23/02/2023 12:01;23/02/2023 12:07
321 - EMS call,  excluding vehicle accident with injury;2023-032513;130 HARBOUR PLACE DR;DAVIDSON;NC;28036;Engine 2;23/02/2023 11:59;23/02/2023 11:59;23/02/2023 12:02;23/02/2023 12:11
321 - EMS call,  excluding vehicle accident with injury;2023-032167;200 BAKER DR;DAVIDSON;NC;28036;Car 5;22/02/2023 19:19;22/02/2023 19:19;22/02/2023 19:19;22/02/2023 19:19
321 - EMS call,  excluding vehicle accident with injury;2023-033109;635 SOUTH ST;DAVIDSON;NC;28036;Engine 1;24/02/2023 11:28;24/02/2023 11:28;24/02/2023 11:28;24/02/2023 11:33
321 - EMS call,  excluding vehicle accident with injury;2023-033346;18827 DEMBRIDGE DR;DAVIDSON;NC;28036;Engine 2;24/02/2023 18:10;24/02/2023 18:10;24/02/2023 18:10;24/02/2023 18:15
321 - EMS call,  excluding vehicle accident with injury;2023-033427;16443 LEAVITT LN;DAVIDSON;NC;28036;Engine 2;24/02/2023 21:20;24/02/2023 21:20;24/02/2023 21:21;24/02/2023 21:29
321 - EMS call,  excluding vehicle accident with injury;2023-033486;107 DORMITORY DR;DAVIDSON;NC;28036;Engine 1;24/02/2023 23:58;24/02/2023 23:58;25/02/2023 0:00;25/02/2023 0:03
321 - EMS call,  excluding vehicle accident with injury;2023-033612;100 N MAIN ST;DAVIDSON;NC;28036;Engine 1;25/02/2023 6:48;25/02/2023 6:48;25/02/2023 6:50;25/02/2023 6:52
321 - EMS call,  excluding vehicle accident with injury;2023-033798;16443 LEAVITT LN;DAVIDSON;NC;28036;Engine 2;25/02/2023 13:26;25/02/2023 13:26;25/02/2023 13:28;25/02/2023 13:34
321 - EMS call,  excluding vehicle accident with injury;2023-034225;15625 WHITE QUARTZ LN;DAVIDSON;NC;28036;Battalion 1;26/02/2023 8:20;26/02/2023 8:20;26/02/2023 8:21;26/02/2023 8:25
321 - EMS call,  excluding vehicle accident with injury;2023-034225;15625 WHITE QUARTZ LN;DAVIDSON;NC;28036;Engine 1;26/02/2023 8:20;26/02/2023 8:20;26/02/2023 8:21;26/02/2023 8:29
321 - EMS call,  excluding vehicle accident with injury;2023-034225;15625 WHITE QUARTZ LN;DAVIDSON;NC;28036;Engine 2;26/02/2023 8:20;26/02/2023 8:20;26/02/2023 8:21;26/02/2023 8:25
321 - EMS call,  excluding vehicle accident with injury;2023-034293;17405 LYNX DEN CT;DAVIDSON;NC;28036;Engine 2;26/02/2023 11:22;26/02/2023 11:22;26/02/2023 11:23;26/02/2023 11:28
321 - EMS call,  excluding vehicle accident with injury;2023-034636;793 PENINSULA DR;DAVIDSON;NC;28036;Engine 1;27/02/2023 0:20;27/02/2023 0:20;27/02/2023 0:21;27/02/2023 0:25
321 - EMS call,  excluding vehicle accident with injury;2023-034972;505 PARK AVE;DAVIDSON;NC;28036;Engine 1;27/02/2023 14:46;27/02/2023 14:46;27/02/2023 14:47;27/02/2023 14:50
321 - EMS call,  excluding vehicle accident with injury;2023-035009;431 PENINSULA DR;DAVIDSON;NC;28036;Engine 1;27/02/2023 15:27;27/02/2023 15:27;27/02/2023 15:28;27/02/2023 15:31
321 - EMS call,  excluding vehicle accident with injury;2023-035819;409 RIDGE RD;DAVIDSON;NC;28036;Engine 1;28/02/2023 19:57;28/02/2023 19:57;28/02/2023 19:58;28/02/2023 20:01
321 - EMS call,  excluding vehicle accident with injury;2023-035955;713 NORTHEAST DR;DAVIDSON;NC;28036;Engine 1;01/03/2023 3:38;01/03/2023 3:39;01/03/2023 3:40;01/03/2023 3:43
321 - EMS call,  excluding vehicle accident with injury;2023-036227;111 Patterson Court Cr;Davidson;NC;28036;Engine 1;01/03/2023 14:39;01/03/2023 14:39;01/03/2023 14:39;01/03/2023 14:42
321 - EMS call,  excluding vehicle accident with injury;2023-031748;419 ASHBY DR;DAVIDSON;NC;28036;Engine 2;22/02/2023 5:55;22/02/2023 5:55;22/02/2023 5:57;22/02/2023 6:02
321 - EMS call,  excluding vehicle accident with injury;2023-038030;917 SHEARER ST;DAVIDSON;NC;28036;Engine 1;04/03/2023 7:27;04/03/2023 7:27;04/03/2023 7:28;04/03/2023 7:33
320 - Emergency medical service incident,  other;2023-031004;River Crossing Bv ;Davidson;NC;28036;Car 5;20/02/2023 22:39;20/02/2023 22:39;20/02/2023 22:40;20/02/2023 22:45
320 - Emergency medical service incident,  other;2023-031004;River Crossing Bv ;Davidson;NC;28036;Engine 2;20/02/2023 22:39;20/02/2023 22:39;20/02/2023 22:40;20/02/2023 22:45
311 - Medical assist,  assist EMS crew;2023-025691;825 PENINSULA DR;DAVIDSON;NC;28036;Engine 1;12/02/2023 10:15;12/02/2023 10:15;12/02/2023 10:15;12/02/2023 10:20
311 - Medical assist,  assist EMS crew;2023-025613;233 CATAWBA AVE;DAVIDSON;NC;28036;Engine 1;12/02/2023 7:06;12/02/2023 7:06;12/02/2023 7:07;12/02/2023 7:11
311 - Medical assist,  assist EMS crew;2023-024143;400 Avinger Ln;Davidson;NC;28036;Engine 1;09/02/2023 21:34;09/02/2023 21:34;09/02/2023 21:36;09/02/2023 21:39
311 - Medical assist,  assist EMS crew;2023-021294;825 PENINSULA DR;DAVIDSON;NC;28036;Engine 1;05/02/2023 4:11;05/02/2023 4:11;05/02/2023 4:13;05/02/2023 4:16
311 - Medical assist,  assist EMS crew;2023-020824;400 AVINGER LN;DAVIDSON;NC;28036;Engine 1;05/02/2023 3:03;05/02/2023 3:03;05/02/2023 3:04;05/02/2023 3:08
311 - Medical assist,  assist EMS crew;2023-020106;825 PENINSULA DR;DAVIDSON;NC;28036;Engine 1;03/02/2023 7:40;03/02/2023 7:40;03/02/2023 7:40;03/02/2023 7:46
311 - Medical assist,  assist EMS crew;2023-01945;16740 DAVIDSON-CONCORD RD;DAVIDSON;NC;28036;Engine 2;02/02/2023 6:32;02/02/2023 6:32;02/02/2023 6:35;02/02/2023 6:40
311 - Medical assist,  assist EMS crew;2023-029963;841 BLACKWELDER DR;DAVIDSON;NC;28036;Engine 1;19/02/2023 3:44;19/02/2023 3:44;19/02/2023 3:46;19/02/2023 3:49
311 - Medical assist,  assist EMS crew;2023-003656;16740 DAVIDSON-CONCORD RD;DAVIDSON;NC;28036;Engine 2;06/01/2023 10:06;06/01/2023 10:06;06/01/2023 10:09;06/01/2023 10:13
311 - Medical assist,  assist EMS crew;2023-009650;825 PENINSULA DR;DAVIDSON;NC;28036;Battalion 1;16/01/2023 16:58;16/01/2023 16:58;16/01/2023 17:02;16/01/2023 17:03
311 - Medical assist,  assist EMS crew;2023-033494;118 Patterson Ct Cir;Davidson;NC;28036;Engine 1;25/02/2023 0:19;25/02/2023 0:19;25/02/2023 0:21;25/02/2023 0:25
311 - Medical assist,  assist EMS crew;2023-034884;22634 TORRENCE CHAPEL RD;CORNELIUS;NC;28031;Engine 1;27/02/2023 12:58;27/02/2023 12:58;27/02/2023 12:58;27/02/2023 13:05
311 - Medical assist,  assist EMS crew;2023-036751;635 SOUTH ST;DAVIDSON;NC;28036;Engine 1;02/03/2023 10:44;02/03/2023 10:44;02/03/2023 10:44;02/03/2023 10:47
311 - Medical assist,  assist EMS crew;01032023-001597;16740 DAVIDSON-CONCORD RD;DAVIDSON;NC;28036;Engine 2;03/01/2023 10:29;03/01/2023 10:29;03/01/2023 10:30;03/01/2023 10:33
311 - Medical assist,  assist EMS crew;2023-002498;1330 Torrence Cr;Davidson;NC;28036;Engine 1;04/01/2023 15:21;04/01/2023 15:21;04/01/2023 15:21;04/01/2023 15:30
311 - Medical assist,  assist EMS crew;2023-030070;825 PENINSULA DR;DAVIDSON;NC;28036;Engine 1;19/02/2023 10:49;19/02/2023 10:49;19/02/2023 10:50;19/02/2023 10:56
311 - Medical assist,  assist EMS crew;2023-030118;825 PENINSULA DR;DAVIDSON;NC;28036;Engine 1;19/02/2023 12:57;19/02/2023 12:57;19/02/2023 12:58;19/02/2023 13:05
311 - Medical assist,  assist EMS crew;2023-007227;14910 REESE FINLEY LN;CORNELIUS;NC;28036;Engine 2;12/01/2023 14:52;12/01/2023 14:52;12/01/2023 14:53;12/01/2023 14:57
311 - Medical assist,  assist EMS crew;2023-035831;400 AVINGER LN;DAVIDSON;NC;28036;Engine 2;28/02/2023 20:08;28/02/2023 20:08;28/02/2023 20:10;28/02/2023 20:16
311 - Medical assist,  assist EMS crew;2023-005689;712 JOHN ROSS WAY;DAVIDSON;NC;28036;Engine 1;09/01/2023 21:25;09/01/2023 21:25;09/01/2023 21:26;09/01/2023 21:29
311 - Medical assist,  assist EMS crew;2023-004357;556 EASTWAY ST;DAVIDSON;NC;28036;Engine 1;07/01/2023 14:06;07/01/2023 14:06;07/01/2023 14:07;07/01/2023 14:11
311 - Medical assist,  assist EMS crew;2023-019336;16740 DAVIDSON-CONCORD RD;DAVIDSON;NC;28036;Engine 2;01/02/2023 21:54;01/02/2023 21:54;01/02/2023 21:56;01/02/2023 22:01
311 - Medical assist,  assist EMS crew;2023-015394;108 S MAIN ST;DAVIDSON;NC;28036;Engine 1;26/01/2023 14:50;26/01/2023 14:50;26/01/2023 14:51;26/01/2023 14:53
311 - Medical assist,  assist EMS crew;2023-010232;441 Avinger Ln;Davidson;NC;28036;Engine 1;17/01/2023 17:20;17/01/2023 17:20;17/01/2023 17:21;17/01/2023 17:28
311 - Medical assist,  assist EMS crew;2023-004023;16740 DAVIDSON-CONCORD RD;DAVIDSON;NC;28036;Engine 2;06/01/2023 20:07;06/01/2023 20:07;06/01/2023 20:08;06/01/2023 20:15
311 - Medical assist,  assist EMS crew;2023-003451;825 PENINSULA DR;DAVIDSON;NC;28036;Engine 1;05/01/2023 23:53;05/01/2023 23:53;05/01/2023 23:54;05/01/2023 23:58
311 - Medical assist,  assist EMS crew;2023-009650;825 PENINSULA DR;DAVIDSON;NC;28036;Engine 1;16/01/2023 16:58;16/01/2023 16:58;16/01/2023 17:00;16/01/2023 17:05
300 - Rescue,  EMS incident;2023-012929;17306 GLADYS WAY;DAVIDSON;NC;28036;Engine 2;22/01/2023 9:29;22/01/2023 9:29;22/01/2023 9:30;22/01/2023 9:36
251 - Excessive heat,  scorch burns with no ignition;2023-038405;207 LORIMER RD;DAVIDSON;NC;28036;Battalion 1;04/03/2023 21:12;04/03/2023 21:12;04/03/2023 21:12;04/03/2023 21:13
251 - Excessive heat,  scorch burns with no ignition;2023-038405;207 LORIMER RD;DAVIDSON;NC;28036;Engine 1;04/03/2023 21:12;04/03/2023 21:12;04/03/2023 21:12;04/03/2023 21:13
112 - Fires in structure other than in a building;2023-030455;20401 ZION AVE;CORNELIUS;NC;28031;Engine 2;20/02/2023 1:03;20/02/2023 1:03;20/02/2023 1:04;20/02/2023 1:13
112 - Fires in structure other than in a building;2023-030455;20401 ZION AVE;CORNELIUS;NC;28031;Battalion 1;20/02/2023 1:03;20/02/2023 1:03;20/02/2023 1:05;20/02/2023 1:12
112 - Fires in structure other than in a building;2023-030455;20401 ZION AVE;CORNELIUS;NC;28031;Engine 1;20/02/2023 1:03;20/02/2023 1:03;20/02/2023 1:05;20/02/2023 2:07
111 - Building fire;2023-009643;9400 WASHAM POTTS RD;CORNELIUS;NC;28031;Engine 2;16/01/2023 16:48;16/01/2023 16:48;16/01/2023 16:49;16/01/2023 16:55
111 - Building fire;2023-009643;9400 WASHAM POTTS RD;CORNELIUS;NC;28031;Engine 1;16/01/2023 16:48;16/01/2023 16:48;16/01/2023 16:48;16/01/2023 16:53
111 - Building fire;2023-009643;9400 WASHAM POTTS RD;CORNELIUS;NC;28031;Battalion 1;16/01/2023 16:48;16/01/2023 16:48;16/01/2023 16:49;16/01/2023 16:55
100 - Fire,  other;2023-019250;21257 COLD SPRING LN;CORNELIUS;NC;28031;Battalion 1;01/02/2023 18:20;01/02/2023 18:20;01/02/2023 18:20;01/02/2023 18:27
100 - Fire,  other;2023-019250;21257 COLD SPRING LN;CORNELIUS;NC;28031;Engine 1;01/02/2023 18:20;01/02/2023 18:20;01/02/2023 18:20;01/02/2023 18:27
100 - Fire,  other;2023-019250;21257 COLD SPRING LN;CORNELIUS;NC;28031;Engine 2;01/02/2023 18:20;01/02/2023 18:20;01/02/2023 18:20;01/02/2023 18:27
